mr,severity
FogRelation,0.003396186828613281
ContrastRelation,0.0026167726516723635
RotationRelation,0.002381753921508789
TranslationRelation,0.0023625564575195314
BrightnessRelation,0.0023403167724609375
DarkVisibiltyRelation,0.002322133779525757
RainRelation,0.0012701106071472167
SnowRelation,0.0010422801971435548
NoiseRelation,0.00023050308227539061
BlurRelation,0.00011018753051757813
TemporalSmoothnessRelation,0.0001055002212524414
