mr,range_change,range_percent_change,range_passed
GlobalRotationRelation,0.004486203193664551,0.2751751601537123,True
GlobalTranslationRelation,0.0029333829879760742,0.179928126003837,True
HazeRelation,0.001251816749572754,0.0767840553975004,True
NoiseRelation,0.00032079219818115234,0.01967678250401615,True
RainRelation,0.0019071102142333984,0.11697850854672998,True
RotationRelation,0.00025010108947753906,0.015340724523755438,True
SandstormRelation,0.0011445283889770508,0.07020319168378263,True
SmokeRelation,0.0006030797958374023,0.03699176614188692,True
SnowRelation,0.0021399259567260742,0.13125898280549753,True
TranslationRelation,0.000148773193359375,0.00912546434968865,True
BlurRelation,5.245208740234375e-05,0.0032056268919951228,True
BrightnessRelation,0.004942417144775391,0.3020574794139041,True
CompositeRelation,0.0028448104858398438,0.17386154579675367,True
ContrastRelation,0.00015592575073242188,0.009529454488021866,True
DarkVisibilityRelation,0.006327629089355469,0.3867151714252298,True
DustRelation,0.0029011964797973633,0.17730759470564844,True
FogRelation,0.0014144182205200195,0.08644264334891394,True
GlobalBlurRelation,0.0008580684661865234,0.052441141746774764,True
GlobalBrightnessRelation,0.0038269758224487305,0.23388690934936235,True
GlobalContrastRelation,0.0040929317474365234,0.25014089479491036,True
GlobalNoiseRelation,0.0019593238830566406,0.1197447354473451,True
GlobalRotationRelation,0.003316044807434082,0.2026611892150644,True
GlobalTranslationRelation,0.0040847063064575195,0.2496381942141202,True
HazeRelation,0.0013102293014526367,0.08007510265890544,True
NoiseRelation,0.00032079219818115234,0.019605322650815625,True
RainRelation,0.0019071102142333984,0.11655367958667723,True
RotationRelation,0.00025641918182373047,0.015671144192457978,True
SandstormRelation,0.001965165138244629,0.12010172571486272,True
SmokeRelation,0.0026358366012573242,0.16109003683841855,True
SnowRelation,0.001992940902709961,0.12179925086448742,True
TranslationRelation,0.0007594823837280273,0.046416020292956654,True
BlurRelation,0.0002862215042114258,0.017508313400724132,True
BrightnessRelation,0.006088972091674805,0.372465485998412,True
CompositeRelation,0.0028448104858398438,0.17401848854430682,True
ContrastRelation,0.0002605915069580078,0.015940513575169908,True
DarkVisibilityRelation,0.0021164417266845703,0.1294638051297194,True
DustRelation,0.0029011964797973633,0.1774676481605261,True
FogRelation,0.0015478134155273438,0.09468052527905128,True
GlobalBlurRelation,0.0007377862930297852,0.045130758699325965,True
GlobalBrightnessRelation,0.0029888153076171875,0.182827335936258,True
GlobalContrastRelation,0.0015791654586791992,0.09659834553077574,True
GlobalNoiseRelation,0.0010993480682373047,0.06724767437795832,True
GlobalRotationRelation,0.0040656328201293945,0.248696804886171,True
GlobalTranslationRelation,0.006372928619384766,0.38983524964711036,True
HazeRelation,0.0018248558044433594,0.11162734757946065,True
NoiseRelation,8.71419906616211e-05,0.005330519406884356,True
RainRelation,0.0019071102142333984,0.11665889120565792,True
RotationRelation,0.00021588802337646484,0.01320597899571487,True
SandstormRelation,0.0012296438217163086,0.07521793116554328,True
SmokeRelation,0.0021474361419677734,0.13135974910480822,True
SnowRelation,0.0029774904251098633,0.18213458717612935,True
TranslationRelation,0.0004156827926635742,0.025427525542825926,True
DarkVisibilityRelation,0.006327629089355469,0.38706425460659594,True
BlurRelation,5.2928924560546875e-05,0.0032405467985475046,True
BrightnessRelation,0.004655599594116211,0.28503674475332036,True
CompositeRelation,0.0028448104858398438,0.17417209189310282,True
ContrastRelation,0.00015592575073242188,0.009546475703829136,True
DarkVisibilityRelation,0.0021164417266845703,0.12957808076894684,True
DustRelation,0.0023031234741210938,0.14100757690976978,True
FogRelation,0.00186920166015625,0.11444093198474072,True
GlobalBlurRelation,0.0005011558532714844,0.03068301518264349,True
